title,imdbRating,imdbVotes,tomatometer
Lavender,5.3,"5,140",35%
Layla M.,6.7,"1,103",100%
Lens,7.0,830,N/A
Let's Dance,8.0,490,N/A
Letters from Prague,7.3,191,N/A
Liar's Dice,6.9,594,N/A
Life in a ... Metro,7.4,"10,061",N/A
Life of An Outcast,N/A,N/A,N/A
Lights from the East: I Am Maluku,N/A,N/A,N/A
Like Arrows,6.2,192,N/A
Lilli,5.7,180,N/A
Lincoln,7.3,"232,573",89%
Little Men,6.7,"6,271",96%
Lock,6.2,105,N/A
Locke,7.1,"124,679",90%
Loco Love,5.2,506,20%
Loev,5.9,"1,846",86%
Lorai: Play to Live,7.2,87,N/A
Los Herederos,8.0,81,100%
Love & Basketball,7.2,"16,941",82%
Love and Shukla,7.3,460,N/A
Love Beats Rhymes,5.3,723,50%
Love for Sale,7.2,"1,369",76%
Lovesong,6.3,"3,505",83%
Loving Annabelle,6.3,"11,283",N/A
"LSD: Love, Sex Aur Dhokha",7.1,"4,883",N/A
Luck by Chance,7.0,"8,936",79%
Lucky: No Time for Love,4.7,"3,006",N/A
Maacher Jhol,7.0,401,N/A
Mad World,7.3,"1,074",N/A
Madras Café,7.7,"21,463",N/A
Maharaja: The Story of Ranjit Singh,N/A,N/A,N/A
Maine Pyar Kiya,7.3,"10,077",N/A
​Maj Rati ​​Keteki,6.1,7,N/A
Mala Kahich Problem Nahi,6.4,10,N/A
Mallesham,9.6,72,N/A
Mandobasar Galpo,6.1,51,N/A
Manglehorn,5.6,"6,715",50%
Mango Dreams,7.9,125,N/A
Manto,7.4,"2,916",71%
Mantostaan,6.1,61,40%
Mantra,5.2,165,N/A
Manu,8.0,805,N/A
Manusangada,8.7,57,N/A
Maroon,5.2,199,N/A
Marriage Story,8.5,"15,163",97%
Mary Kom,6.8,"9,247",83%
Match,6.7,"1,987",76%
Max Rose,6.3,433,37%
May We Chat,5.0,192,N/A
Maya Memsaab,N/A,N/A,N/A
​Mayurakshi,7.0,192,N/A
Meditation Park,7.2,361,89%
Meghnadbodh Rohoshyo,6.3,302,N/A
Mehandi Circus,8.9,49,N/A
Melle,6.6,51,N/A
Menorca,4.4,148,N/A
Mercenary,6.6,527,N/A
Mercy,5.0,"4,658",N/A
Mere Pyare Prime Minister,6.9,256,N/A
Merku Thodarchi Malai,8.8,"1,327",N/A
Michael,5.7,"38,951",38%
Milada,6.1,680,N/A
Milk,7.5,"157,933",93%
Mine,5.9,"13,904",N/A
Minnaminungu The Firefly,N/A,N/A,N/A
Mirzya,4.6,"1,566",62%
Miss Julie,5.4,"4,686",51%
Miss Stevens,6.6,"3,919",91%
Mississippi Grind,6.4,"18,063",91%
Mokalik (Mechanic),6.6,58,N/A
Mona Lisa Smile,6.5,"73,884",34%
Moonlight,7.4,"240,065",98%
Moor,7.8,"1,093",N/A
Morris from America,6.2,"4,771",88%
Morya,7.2,40,N/A
Mr. Church,7.6,"23,776",24%
Mr. Pig,N/A,N/A,N/A
Much Ado About Nothing,7.3,"42,857",90%
Much Loved,6.2,"1,931",N/A
Mucize,4.3,497,N/A
Mudbound,7.4,"35,921",97%
Mumbai Cha Raja,N/A,N/A,N/A
Mumbai Meri Jaan,7.8,"5,107",N/A
Music Teacher,6.5,342,N/A
My Birthday Song,5.5,195,13%
My Brother ... Nikhil,7.3,"1,031",N/A
My Ex & Whys,N/A,N/A,N/A
My Happy Family,7.5,"2,181",N/A
My Sister's Keeper,7.4,"86,191",48%
My Week with Marilyn,7.0,"80,137",83%
Namastey London,7.1,"19,748",N/A
Namour,6.6,37,N/A
Nasha,3.2,"1,093",N/A
Nathicharami,6.6,19,N/A
Natsamrat,9.2,"4,339",N/A
Natural Selection,5.1,"1,697",N/A
Neruda,6.9,"8,367",93%
Never Heard,5.2,303,N/A
New Money,8.0,19,N/A
Newness,6.4,"10,588",N/A
Nights in Rodanthe,6.0,"21,792",30%
Nila,6.7,177,N/A
No One Will Ever Know,N/A,N/A,N/A
No Other Woman,6.0,286,N/A
Noblemen,5.8,80,N/A
Nothing to Lose,6.7,"42,026",28%
Nothing to Lose 2,3.6,439,N/A
Now and Then,6.8,"25,627",28%
Nowhere Boy,7.1,"33,304",80%
Nymphomaniac: Volume 1,N/A,N/A,N/A
Nymphomaniac: Volume II,N/A,N/A,N/A
Oh My God,6.2,419,22%
Olmo & the Seagull,7.5,339,N/A
On Body and Soul,7.6,"20,287",N/A
Onaatah,8.5,23,N/A
Once Again,7.2,502,N/A
One Day,7.0,"130,900",36%
One Last Thing,6.2,297,N/A
One Night Stand,5.8,"6,253",32%
Orbiter 9,5.9,"5,541",N/A
OtherLife,6.3,"11,733",N/A
Ottaal,8.3,360,N/A
Our Souls at Night,6.9,"9,272",90%
Outside In,6.6,"2,104",95%
P.S. I Love You,7.0,"193,423",N/A
Paathi,2.4,16,N/A
Pad Man,8.0,"17,455",N/A
Paheli,6.5,"11,769",57%
Paint It Black,5.6,567,87%
Painted Faces,6.0,30,N/A
Palm Trees in the Snow,7.4,"8,435",86%
Pandora,6.6,"4,038",N/A
Paper Year,5.2,459,71%
Paradise Lost,7.1,350,N/A
Paradox,4.6,"3,023",N/A
Pardes,7.0,"12,870",N/A
Pareeth Pandaari,N/A,N/A,N/A
Paris Is Us,4.5,788,43%
Parmanu: The Story of Pokhran,7.7,"18,239",40%
Patiala House,5.9,"8,182",N/A
Paulettante Veedu,N/A,N/A,N/A
Pekak,6.2,33,N/A
Perdida,5.5,"2,792",N/A
Personal Shopper,6.1,"32,166",81%
Pihu,6.7,"1,576",67%
Pimpal,8.1,58,N/A
Pinky Memsaab,8.2,41,N/A
Planetarium,4.6,"2,590",16%
Playing for Time,7.6,"1,820",N/A
Porto,6.1,"1,434",50%
Postcards from London,5.0,674,50%
Power Paandi,7.6,813,N/A
Prague,6.8,"2,702",N/A
Princess Cyd,6.7,"2,302",94%
Punjab 1984,8.5,"1,697",N/A
Pyar Ke Do Pal,N/A,N/A,N/A
Q,6.0,"5,906",69%
Qismat,8.6,"1,525",N/A
Queen of the Desert,5.7,"8,959",18%
Quién te cantará,7.0,"1,768",85%
Quiet Victory: The Charlie Wedemeyer Story,8.0,69,N/A
Raajneeti,7.1,"15,441",13%
Rachel Getting Married,6.7,"45,690",84%
Radiopetti,7.5,144,N/A
Rainbow Jelly,9.2,16,N/A
Raja Hindustani,6.1,"6,402",N/A
Ramen Shop,6.8,"1,017",N/A
Rang De Basanti,8.2,"103,448",N/A
Rang Rasiya,7.1,242,N/A
Rangreza,5.5,184,N/A
Rebirth,5.0,"3,553",33%
Red Oleanders Raktokarobi,N/A,N/A,N/A
Revelations,6.4,"1,433",N/A
Revolutionary Road,7.3,"181,855",67%
Ringan,N/A,N/A,N/A
Riphagen - The Untouchable,N/A,N/A,N/A
Rise: Ini Kalilah,N/A,N/A,N/A
Rivaaz,4.3,52,N/A
River's Edge,7.0,"14,653",86%
Road to Yesterday,6.2,179,N/A
Rock My Heart,6.5,410,N/A
Rock On!!,7.8,"19,623",N/A
Rocky II,7.2,"178,467",71%
Rocky III,6.8,"161,637",64%
Rocky IV,6.9,"174,992",40%
Rocky V,5.3,"119,931",29%
Roh's Beauty,3.4,258,N/A
ROMA,7.7,"117,294",N/A
Romeo Akbar Walter,6.5,"3,659",17%
Room,8.1,"331,897",93%
Roxanne Roxanne,6.2,"2,319",N/A
Rudy Habibie,7.5,566,N/A
Rukh,6.4,368,100%
Running for Grace,6.1,963,N/A
Saawan,7.6,93,N/A
Sadece Sen,7.3,"3,115",N/A
Sairat,8.3,"10,025",N/A
Sakhi,7.2,29,N/A
Salem: His Sister's Father,N/A,N/A,N/A
Samantaral,7.9,37,N/A
Samarppanam,N/A,N/A,N/A
Same Kind of Different as Me,6.6,"4,874",33%
Sand Storm,6.9,"2,403",92%
Sanju,7.8,"42,806",36%
Sara's Notebook,5.9,"1,932",N/A
Sarah's Key,7.5,"15,260",72%
Sarajevo,6.8,"1,501",N/A
Sarivar Sari,7.2,34,N/A
Sarvam Thaala Mayam,8.8,44,N/A
Sarvam Thaala Mayam (Telugu Version),N/A,N/A,N/A
Sat Sri Akal,6.4,11,N/A
Satrangi Re,6.9,29,N/A
Satyagraha,6.0,"4,581",N/A
Secret,7.5,"7,256",N/A
Secret Superstar,7.9,"17,862",90%
See You Yesterday,5.0,"6,818",95%
Semana Santa,6.3,99,100%
September,6.6,"8,497",67%
Set Off,6.6,200,N/A
Seven,8.6,"292,194",100%
Seven and a half dates,N/A,N/A,N/A
Seven Pounds,7.6,"273,877",26%
Sex Doll,4.4,"1,539",N/A
SGT. Will Gardner,5.9,753,22%
Shabd,5.1,"1,258",N/A
Shakti: The Power,N/A,N/A,N/A
Shanghai,7.2,"9,161",N/A
She's Dating the Gangster,7.2,769,N/A
Shéhérazade,7.1,"1,059",N/A
Shikari,6.9,926,N/A
Shonar Pahar,8.1,369,N/A
Shorgul,5.7,157,0%
Short Term 12,8.0,"75,587",98%
Shubh Aarambh,7.3,71,N/A
Siddhant,6.3,15,N/A
Sister Cities,6.9,"1,171",N/A
Skins,8.2,"70,290",N/A
Sling Blade,8.0,"83,153",96%
Smoke & Mirrors,6.4,5,N/A
Soekarno,7.1,365,N/A
Sohni Mahiwal,6.1,179,N/A
Solo,4.0,"3,938",6%
Solo (Tamil version),N/A,N/A,N/A
Sometimes,7.2,505,N/A
Soorma,7.4,"3,876",50%
Sorry Angel,6.8,"2,146",N/A
Sparkle,5.7,"5,706",57%
Sparring,6.2,311,N/A
SPF-18,3.3,"3,642",N/A
Starting Over Again,7.0,425,N/A
Sthaniya Sambaad,8.1,47,N/A
Strange Voices,6.5,248,N/A
Strange Weather,5.9,884,59%
Street Flow,6.4,623,N/A
Suffragette,6.9,"35,314",73%
Suite Française,7.0,"20,753",76%
Suits,8.5,"336,080",N/A
Summer of '92,N/A,N/A,N/A
Sunday's Illness,6.9,"2,187",N/A
Sur: The Melody of Life,6.5,366,N/A
Surga Yang Tak Dirindukan,8.8,"2,020",N/A
Surga Yang Tak Dirindukan 2,7.3,304,N/A
Surviving on the Margin,N/A,N/A,N/A
Swades,8.2,"77,149",83%
Taal,6.7,"4,637",N/A
Taare Zameen Par,N/A,N/A,N/A
Tahaan,7.2,622,N/A
Tallulah,6.7,"15,723",85%
Tamasha,7.2,"20,752",67%
Taramani,7.5,"1,167",N/A
Teen Patti,4.1,"1,283",N/A
Teenage Cocktail,5.8,"4,645",100%
Ten Years,6.7,996,100%
Thackeray,5.1,"2,273",22%
The Aerial,7.8,22,N/A
The Angel,6.6,"9,065",75%
The Art of Loving,7.1,"2,171",N/A
The Bachelors,6.8,"3,176",83%
The Bad Batch,5.3,"22,418",47%
The Black Prince,6.6,834,8%
The Bleeder,8.0,5,N/A
The Blind Christ,5.9,178,N/A
The Bling Lagosians,6.9,30,N/A
The Body Remembers When the World Broke Open,6.6,157,96%
The Boss's Daughter,5.5,490,N/A
The Boy in the Striped Pajamas,7.8,"176,295",63%
The Brawler,8.1,"5,194",N/A
The Breakup Playlist,6.5,237,N/A
The Bridge,7.6,"17,057",N/A
The Burial of Kojo,6.3,292,N/A
The Butterfly's Dream,7.8,"17,054",N/A
The Cakemaker,7.2,"3,393",98%
The Case for Christ,6.2,"6,764",59%
The CEO,6.6,51,N/A
The Chosen,3.5,"1,979",N/A
The Chosen Ones,6.7,"1,490",N/A
The Christmas Candle,6.2,"1,559",21%
The Command,6.5,"10,806",69%
The Company Men,6.7,"41,727",67%
The Congress,6.5,"16,345",73%
The Damned Rain,7.1,172,N/A
The Dancer,6.5,"1,864",N/A
The Danish Girl,7.1,"151,408",68%
The Daughter,6.6,"4,026",77%
The Desert Bride,6.4,404,N/A
The Devil's Mistress,5.7,"1,297",N/A
The Discovery,6.3,"25,812",45%
The Dreamer,6.8,317,N/A
The Duchess,6.9,"73,850",62%
The Duel,5.8,"8,869",26%
The Eichmann Show,6.5,"3,912",N/A
The End of the Tour,7.3,"26,742",91%
The Exception,6.8,"9,089",N/A
The Fighter,7.8,"321,668",91%
The First Line,5.4,183,N/A
The Giant,6.7,"2,829",N/A
The Girl from the Song,5.6,"1,317",N/A
The Gospel of John,7.8,567,N/A
The Gospel of Luke,7.8,57,N/A
The Gospel of Mark,7.2,9,N/A
The Gospel of Matthew,8.1,34,N/A
The Guernsey Literary and Potato Peel Pie Society,7.4,"25,797",81%
The Heroes of Evil,6.2,767,N/A
The Heyday of the Insensitive Bastards,4.4,"1,510",N/A
The Holiday Calendar,5.7,"6,340",33%
The Iron Lady,6.4,"98,063",52%
The Island,6.8,"291,215",40%
The Jane Austen Book Club,6.8,"25,127",66%
The Journey Is the Destination,6.3,371,N/A
The Jungle School,N/A,N/A,N/A
The Keeping Hours,6.2,"2,463",80%
The Kindergarten Teacher,6.7,"10,267",91%
The King,7.3,"48,115",71%
The King's Speech,8.0,"605,898",95%
The Lake House,6.8,"132,518",36%
The Land of Cards,N/A,N/A,N/A
The Last Whistle,4.7,152,N/A
The Lighthouse of the Orcas,N/A,N/A,N/A
The Lion Woman,6.6,910,N/A
The Lives of Others,8.4,"330,897",93%
The Love Affair,5.7,165,N/A
The lynx,N/A,N/A,N/A
The Man Without Gravity,5.8,763,N/A
The Mayor,5.5,"1,435",N/A
The Memory of Water,6.2,517,N/A
The Mistress,6.2,222,N/A
The Music of Silence,6.6,"1,215",N/A
The Next Skin,6.2,"1,227",N/A
The Other Side of the Wind,6.9,"4,936",83%
The Pass,6.5,"2,960",94%
The Pelican Brief,6.6,"71,774",53%
The Photographer Of Mauthausen,N/A,N/A,N/A
The Pirates of Somalia,7.1,11,N/A
The Plan,7.1,69,N/A
The Price of Success,5.8,230,N/A
The Pursuit of Happyness,8.0,"416,163",67%
The Rainmaker,7.2,"57,611",83%
The Reconquest,6.7,647,N/A
The Red Sea Diving Resort,6.5,"16,522",30%
The Rehearsal,5.7,213,82%
The Resistance Banker,6.9,"5,576",N/A
The Right One,5.9,13,N/A
The Riot Club,6.0,"20,065",66%
THE RUM DIARY,6.2,"95,602",50%
The Runner,4.7,"4,686",24%
The Ryan White Story,7.4,643,N/A
The Sea of Trees,6.1,"11,862",15%
The Sinking Of Van Der Wijck,7.7,703,N/A
The Skin of the Wolf,5.7,"1,632",N/A
The Sky Is Pink,6.6,"1,753",72%
The Son,7.6,"8,414",88%
The Spectacular Now,7.1,"136,369",91%
The spiral,6.0,266,N/A
The Stanford Prison Experiment,6.9,"33,755",84%
The Tenth Man,7.1,"1,110",N/A
The Theory of Everything,7.7,"370,412",79%
The Thief and the Imbecile,N/A,N/A,N/A
The Time Traveler's Wife,7.1,"134,876",39%
The Titan,4.8,"25,240",18%
The Tree of Blood,6.4,"1,543",N/A
The Tribes of Palos Verdes,5.8,"1,873",64%
The Unmarried Wife,6.0,137,N/A
The Violin Player,6.9,259,N/A
The Water Diviner,7.0,"67,829",61%
The Wolf's Call,7.0,"8,162",N/A
The Workshop,4.3,390,N/A
The World We Make,4.7,289,N/A
The Wound,6.7,"1,422",N/A
Theeram,6.5,59,N/A
Thithi,8.3,"1,975",N/A
Three and a Half,7.4,119,N/A
Three Generations,N/A,N/A,N/A
Tikli and Laxmi Bomb,8.3,848,N/A
Time Share,6.0,"1,553",N/A
Tinker',7.1,"177,870",83%
To and From New York,6.6,21,N/A
To the Bone,6.8,"34,801",71%
Too Young the Hero,6.9,310,N/A
Tope: The Bait,N/A,N/A,N/A
Traitor,7.0,"53,696",65%
Treasures from the Wreck of the Unbelievable,6.0,"1,341",N/A
Triumph of the Heart,7.4,163,N/A
Truckbhar Swapna,N/A,N/A,N/A
Tukaram,7.0,196,N/A
TUNA GIRL,N/A,N/A,N/A
Tune in for Love,N/A,N/A,N/A
"Twisted Trunk, Big Fat Body",7.4,53,N/A
Two Lovers and a Bear,6.1,"1,597",83%
Udaan,8.2,"39,596",N/A
Ujala,6.6,36,N/A
Umrika,6.6,"1,034",75%
Una,6.2,"8,195",76%
Uncertain Glory,7.1,"1,010",N/A
Under the Skin,6.3,"117,476",85%
Unfreedom,6.2,"1,724",0%
Up Among The Stars,6.4,217,N/A
Up North,7.0,55,N/A
Uriyadi 2,7.3,512,N/A
Urvi,7.0,197,N/A
Vaya,7.7,74,N/A
Velvet Buzzsaw,5.7,"45,626",63%
Verónica,5.8,"1,086",N/A
Verses of Love,7.1,913,N/A
Verses of Love 2,N/A,N/A,N/A
Victor,6.8,197,N/A
Virsa,6.2,106,N/A
Visaranai,7.1,7,N/A
Viswasapoorvam Mansoor,6.5,40,N/A
Vitti Dandu,7.7,28,N/A
VS.,7.5,"348,818",81%
Waiting,7.2,"1,455",N/A
Wakefield,6.3,"13,928",74%
Walking Out,5.8,"5,047",90%
War Horse,7.2,"139,217",75%
Wazir,7.1,"15,972",56%
We Are Young. We Are Strong.,7.1,"1,506",N/A
We the Animals,6.9,"2,996",93%
Weather forecast,5.9,7,N/A
Weeds on Fire,7.0,184,N/A
What Still Remains,4.6,"1,532",90%
What's Up With Love?,7.8,"2,275",N/A
White Girl,5.7,"8,222",72%
Who Would You Take to a Deserted Island?,5.3,"1,674",N/A
Why Me?,7.5,"1,845",N/A
Winter's Bone,7.2,"129,413",94%
Withdrawn,4.9,54,N/A
Wolves,5.3,"7,547",25%
Wrong Side Raju,8.0,530,N/A
X: Past Is Present,5.5,482,N/A
XOXO,5.3,"6,255",71%
Y Tu Mamá También,7.6,"109,075",92%
Y.M.I.: Yeh Mera India,7.8,869,N/A
Yaadein,N/A,N/A,N/A
Yaara O Dildaara,5.7,43,N/A
You Carry Me,7.0,"1,093",N/A
Buddha,6.5,42,N/A
Devlok with Devdutt Pattanaik,8.1,35,N/A
Highway to Heaven,6.7,"3,878",N/A
La Rosa de Guadalupe,2.9,368,N/A
Swami Baba Ramdev: The Untold Story,N/A,N/A,N/A
The Story of God with Morgan Freeman,7.9,"3,575",N/A
VeggieTales in the City,6.3,55,N/A
VeggieTales in the House,4.9,188,N/A
Yunus Emre,7.3,"1,048",N/A
A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir,N/A,N/A,N/A
A Family Reunion Christmas,5.5,32,N/A
Aggretsuko: We Wish You a Metal Christmas,N/A,N/A,N/A
BoJack Horseman Christmas Special: Sabrina's Christmas Wish,N/A,N/A,N/A
Chill with Bob Ross,N/A,N/A,N/A
Christmas With A View,5.1,"2,220",N/A
Da Kath & Kim Code,7.5,553,N/A
DreamWorks Happy Holidays from Madagascar,6.3,19,N/A
DreamWorks Holiday Classics,6.4,43,N/A
Fireplace 4K: Classic Crackling Fireplace from Fireplace for Your Home,N/A,N/A,N/A
Fireplace 4K: Crackling Birchwood from Fireplace for Your Home,N/A,N/A,N/A
Hide & Seek,4.1,162,N/A
Holiday Secrets,6.5,395,N/A
Home for Christmas,6.2,928,N/A
Merry Happy Whatever,6.2,"1,278",N/A
Miss Me This Christmas,4.2,338,N/A
Nailed It! Holiday!,7.7,503,N/A
Oddbods: The Festive Menace,N/A,N/A,N/A
Pee-wee's Playhouse: Christmas Special,N/A,N/A,N/A
Santa Pac's Merry Berry Day,N/A,N/A,N/A
Sugar Rush Christmas,6.9,81,N/A
The Great British Baking Show: Holidays,N/A,N/A,N/A
Three Days of Christmas,N/A,N/A,N/A
Trailer Park Boys Live at the North Pole,6.1,737,N/A
Trailer Park Boys: Xmas Special,N/A,N/A,N/A
13 Cameras,5.1,"4,113",77%
13 Sins,6.3,"30,167",65%
14 Cameras,4.5,"1,897",22%
1920,6.4,"2,521",N/A
1st Summoning,3.3,622,N/A
23:59,4.7,716,N/A
47 Metres Down,N/A,N/A,N/A
6 Souls,6.1,"30,800",4%
6-5=2,6.0,740,N/A
706,5.4,215,N/A
A Haunting at Silver Falls: The Return,3.6,97,N/A
A.M.I.,3.9,865,N/A
Agyaat,2.8,557,N/A
All Light Will End,4.3,985,N/A
All the Boys Love Mandy Lane,5.5,"30,115",43%
Animas,N/A,N/A,N/A
Apollo 18,5.2,"52,042",24%
Apostle,6.3,"34,581",80%
"As Above, So Below",6.2,"68,876",26%
Assimilate,5.7,"2,572",N/A
Aurora,6.7,"1,427",77%
Await Further Instructions,4.8,"5,808",84%
Backcountry,6.0,"16,730",N/A
Before I Wake,6.2,"34,877",61%
Cabin Fever,5.6,"71,159",62%
Cam,5.9,"19,819",N/A
Cargo,6.3,"29,967",57%
Carriers,6.0,"40,511",66%
Chernobyl Diaries,5.0,"61,716",19%
Clinical,5.1,"5,475",N/A
Conjuring Spirit,N/A,N/A,N/A
Creep,6.3,"33,924",89%
Creep 2,6.4,"14,676",100%
Cult of Chucky,5.2,"18,439",78%
Dabbe 5: Curse of the Jinn,N/A,N/A,N/A
Dabbe 6: The Return,N/A,N/A,N/A
Dabbe: The Possession,6.8,"4,033",N/A
Danur: I Can See Ghosts,N/A,N/A,N/A
Darna Mana Hai,6.3,"2,693",N/A
Day of the Dead: Bloodline,3.4,"8,921",13%
Deadly Detention,3.4,"1,049",N/A
Death House,3.0,"1,048",40%
Death Note,9.0,"196,569",N/A
Delirium,5.7,"4,994",0%
Demonic,5.3,"12,451",N/A
Desolation,4.5,969,58%
Don't Be Afraid of the Dark,5.5,"44,810",60%
Don't Knock Twice,5.1,"11,342",21%
Eerie,4.7,"1,361",N/A
Eli,5.8,"18,346",48%
Emelie,5.4,"12,393",88%
Errementari: The Blacksmith and the Devil,N/A,N/A,N/A
Family Blood,4.2,"1,973",N/A
FirstBorn,6.2,"1,899",N/A
Friend Request,5.3,"22,569",17%
Game Over (Hindi Version),N/A,N/A,N/A
Game Over (Tamil Version),N/A,N/A,N/A
Game Over (Telugu Version),N/A,N/A,N/A
Gerald's Game,6.6,"73,219",91%
Ghost House,4.7,"3,678",22%
Green Room,7.0,"95,765",91%
Happy Hunting,5.1,"2,089",100%
Haunting on Fraternity Row,3.8,683,N/A
Havenhurst,4.8,"3,268",27%
He's Out There,5.2,"5,528",43%
Head Count,5.3,"2,216",N/A
Here Alone,5.6,"5,762",50%
Hisss,2.9,"1,440",N/A
Horns,6.5,"72,224",40%
Horror Story,4.3,"1,380",N/A
House of the Witch,5.0,"1,665",N/A
Hungerford,3.9,"1,578",N/A
Hush,6.6,"85,071",91%
Hypersomnia,4.8,814,N/A
I Am the Pretty Thing That Lives in the House,4.5,"10,374",58%
I Remember You,6.2,"3,769",N/A
In the Tall Grass,5.5,"30,374",37%
Inhuman Kiss,6.6,852,N/A
Insidious,6.8,"261,028",66%
It Comes at Night,6.2,"72,230",87%
Kanika,4.7,81,N/A
Krishna Cottage,5.1,722,N/A
Kristy,5.9,"6,813",N/A
Kuntilanak,4.6,403,N/A
Laddaland,6.4,"1,518",N/A
Ladronas de almas,5.2,141,N/A
Lifechanger,5.3,"1,366",86%
Ludo,2.9,523,N/A
Lupt,7.1,"1,813",N/A
Macchli Jal Ki Rani Hai,N/A,N/A,N/A
Malevolent,4.8,"8,418",93%
Malicious,5.0,"2,729",N/A
Mara,5.1,"5,005",N/A
May the Devil Take You,5.9,"2,569",N/A
Medium,6.9,"24,640",N/A
Mercy Black,4.9,"1,735",40%
Munafik 2,7.5,"1,201",N/A
Mythily Veendum Varunnu,2.4,31,N/A
Nails,4.6,"2,018",44%
Nang Nak,6.6,"1,473",N/A
P,5.1,977,N/A
Paranormal Investigation,3.8,"1,111",N/A
Pari,6.6,"4,697",45%
Phobia 2,6.7,"2,094",N/A
Pizza,8.0,"5,745",N/A
Ragini MMS,5.0,"2,268",N/A
Ragini MMS 2,3.8,"2,518",N/A
Rakkhosh,N/A,N/A,N/A
Ranbhool,5.4,19,N/A
Rattlesnake,4.6,"4,859",N/A
Ravenous,7.0,"34,762",47%
Revenge of the Pontianak,5.7,89,N/A
Rise of the Zombie,4.0,314,N/A
Romina,2.2,"1,491",N/A
Sabrina,7.7,"54,893",92%
Savita Damodar Paranjpe,6.0,178,N/A
Scream 2,6.2,"148,325",82%
Scream 3,5.5,"117,475",39%
Seven in Heaven,5.3,"1,614",N/A
Shark Night,3.1,105,N/A
Shutter,7.1,"38,020",N/A
Silent Hill: Revelation,5.0,"57,887",10%
Sinister 2,5.3,"43,874",15%
Sinister Circle,6.7,12,N/A
Soul to Keep,4.3,701,N/A
Splatter,3.2,397,N/A
St. Agatha,5.1,"4,390",63%
Stephanie,5.8,"4,024",N/A
Still,5.3,703,N/A
Stonehearst Asylum,6.8,"47,431",53%
Suzzanna: Buried Alive,5.8,643,N/A
Temple,3.6,"3,653",20%
Terrifier,5.6,"10,648",67%
The 3rd Eye,5.1,871,N/A
The 3rd Eye 2,5.5,293,N/A
The Autopsy of Jane Doe,6.8,"83,602",86%
The Basement,5.2,"3,367",N/A
The Black Room,3.3,"2,157",N/A
The Blackcoat's Daughter,5.9,"15,296",73%
The Bye Bye Man,4.3,"18,667",19%
The Charnel House,4.4,"1,039",33%
The Conjuring,7.5,"412,621",85%
The Devil Inside,4.2,"33,969",6%
The Diabolical,4.7,"5,007",40%
The Doll,7.3,"1,477",N/A
The Doll 2,5.2,296,N/A
The Eyes of My Mother,6.2,"9,940",78%
The Figurine (Araromire),N/A,N/A,N/A
The Forgotten,5.8,"62,388",32%
The Golem,7.2,"5,816",100%
The Green Inferno,5.3,"34,746",37%
The Haunting of Molly Hartley,3.9,"9,019",3%
The Heretics,4.7,"1,165",N/A
The House Next Door,6.8,"1,623",N/A
The Influence,4.5,"1,352",N/A
The Invitation,6.6,"76,830",88%
The Last Exorcism,5.6,"46,559",72%
The Lodgers,5.1,"6,951",55%
The Maus,5.6,"3,341",N/A
The Monster,5.4,"14,032",80%
The Open House,3.2,"27,413",23%
The Perfection,6.1,"26,190",N/A
The Promise,5.9,"165,259",51%
The Queen of the Damned,N/A,N/A,N/A
The Rezort,5.3,"7,926",44%
The Rift: The Dark Side of the Moon,N/A,N/A,N/A
The Ritual,6.3,"61,948",74%
The Similars,5.9,"3,145",N/A
The Super,6.0,"11,658",N/A
The Unborn Child,4.5,171,N/A
The Vault,4.8,"11,102",25%
The Wedding Curse,6.2,271,N/A
The Witch,6.9,"168,791",90%
The Witch Files,4.4,632,N/A
Thriller,8.2,"1,151",N/A
Train of the Dead,N/A,N/A,N/A
Truth or Dare,5.0,"2,803",0%
Tusk,5.3,"42,379",45%
Twinsanity,N/A,N/A,N/A
Under the Shadow,6.9,"19,669",99%
Veronica,6.2,"30,830",N/A
Warda,4.3,169,N/A
Would You Rather,5.7,"33,585",59%
XX,4.5,"10,138",70%
Buster's Mal Heart,6.1,"6,022",72%
Enemy,6.9,"149,719",71%
Gone Are the Days,5.1,735,N/A
The Endless,6.5,"25,178",93%
Zoo,6.8,"20,123",N/A
2015 Dream Concert,5.9,8,N/A
A Scandall,3.1,113,N/A
Aitraaz,6.8,"8,849",N/A
An Affair to Die For,4.6,"1,081",N/A
Automata,6.1,"51,716",30%
Balu Mahi,6.4,511,N/A
Dil Vil Pyaar Vyaar,6.6,56,N/A
Everyday I Love You,7.0,358,N/A
Finally Found Someone,5.4,165,N/A
Game,9.5,"1,429,496",N/A
GEN HOSHINO STADIUM TOUR “POP VIRUS”,N/A,N/A,N/A
Golden Time,7.6,"1,445",N/A
Hide and Seek,6.0,"79,030",13%
Hikaru Utada Laughter in the Dark Tour 2018,8.8,9,N/A
Humko Deewana Kar Gaye,5.2,"3,720",N/A
Kahaani,8.1,"53,440",N/A
Karzzzz,2.1,"1,000",N/A
Kita Kita,N/A,N/A,N/A
Kyun! Ho Gaya Na,4.3,"1,508",80%
Lang Tong,5.3,118,N/A
Love Is a Story,N/A,N/A,N/A
Love O2O,8.0,"1,008",N/A
Lucid Dream,6.1,"2,220",N/A
Ma Chu Ka,6.2,43,N/A
Madre,7.4,996,69%
Main aurr Mrs. Khanna,3.6,"2,477",N/A
Malaal,5.8,363,29%
Mayday Life,7.9,62,N/A
Night Fare,5.5,"1,099",N/A
